Population total (UN Population Division's annual estimates and projections) [code 13660],,,,,,,,,,,,,,,,,,,,,,,,,
Country or Area Code, Country or Area Name, Population projections variants,2008,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050, 
854,Burkina Faso,Low variant projection,15155742,15977754,16828208,17698819,18580966,19473817,20381247,21303807,22235199,23166965,24094176,25010808,25911594,26792486,27649862,28480820,29283843,30057578,30800312,31510653,32188052,32832942
854,Burkina Faso,Constant fertility scenario,15283586,16256924,17312801,18451624,19672891,20983460,22390183,23900758,25524929,27273833,29158616,31191792,33386397,35755180,38311296,41069672,44045242,47254603,50716785,54452332,58482582,62829488
108,Burundi,Medium variant projection,8856221,9552918,10220757,10880570,11575548,12307457,13062186,13834121,14630331,15458593,16322752,17231836,18190917,19198956,20253188,21349433,22476344,23624016,24787741,25963247,27142947,28315028
108,Burundi,High variant projection,8887500,9618733,10330095,11042963,11800897,12605061,13437089,14289411,15171780,16096034,17068612,18103254,19208691,20386406,21636194,22955031,24330601,25752164,27215250,28715642,30244642,31787922
108,Burundi,Low variant projection,8824944,9487106,10111430,10718193,11350198,12009861,12687291,13378911,14089344,14822605,15580315,16367427,17185895,18032666,18902980,19791910,20689253,21586178,22478176,23361373,24229646,25073911
108,Burundi,Constant fertility scenario,8854719,9552918,10227100,10902724,11629278,12412150,13239236,14108089,15028849,16011863,17066831,18208429,19449829,20802094,22276780,23884170,25632114,27528993,29584950,31810255,34214019,36803874
116,Cambodia,Medium variant projection,14697217,15223505,15776188,16350115,16933625,17520905,18102067,18669790,19220727,19752530,20264496,20760614,21243587,21715748,22180778,22639001,23089364,23529828,23957397,24367897,24755800,25114182
116,Cambodia,High variant projection,14764391,15364241,16008604,16693280,17407300,18142144,18877296,19599112,20306054,20999497,21680619,22358505,23039714,23729636,24435562,25158610,25896416,26645006,27399346,28152313,28893869,29610869
116,Cambodia,Low variant projection,14630044,15082768,15543788,16006972,16459941,16899701,17326841,17740549,18136266,18508663,18856065,19179035,19477701,19752392,20004367,20233582,20440106,20623507,20782521,20915390,21020124,21094567
116,Cambodia,Constant fertility scenario,14813727,15464783,16170736,16929233,17730333,18568194,19431491,20312900,21210829,22125164,23058114,24018530,25013616,26049830,27135397,28274591,29470615,30725153,32038015,33407372,34829950,36301076
120,Cameroon,Medium variant projection,18920236,19661991,20408452,21154471,21894036,22626557,23351967,24069884,24781555,25489490,26193395,26891869,27583526,28266124,28936498,29592727,30232811,30855025,31458137,32041220,32603500,33144316
120,Cameroon,High variant projection,19000807,19828467,20679419,21550200,22436337,23335286,24238176,25139563,26044011,26959790,27888451,28831690,29790559,30764202,31750568,32748027,33753350,34763573,35776854,36791449,37804901,38813846
120,Cameroon,Low variant projection,18839665,19495517,20137528,20758798,21351672,21917698,22465768,23000928,23521861,24026266,24512904,24978641,25420776,25836599,26222789,26577717,26900734,27191472,27449630,27675349,27869516,28033842
120,Cameroon,Constant fertility scenario,19097112,20044397,21064153,22154335,23307876,24526350,25809946,27161001,28587741,30101511,31710954,33427002,35260038,37218998,39312747,41550367,43939661,46489148,49208960,52109727,55201699,58494545
124,Canada,Medium variant projection,33169734,33751570,34331141,34905630,35474016,36035472,36588007,37129544,37656065,38162107,38645625,39104993,39539555,39950556,40340548,40711852,41068588,41414693,41753019,42086425,42418634,42754439
